,file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
24314,3526412324_55,0,1,1,1,1,0,0,1,1
24315,3516322228_79,0,1,1,0,1,0,0,0,1
24316,3314422326_66,0,0,0,0,1,0,0,0,1
24317,3514412324_91,0,1,1,1,1,1,0,0,1
24318,3316422326_03,0,1,1,0,1,0,0,0,1
24319,3518322324_78,0,1,1,0,1,0,0,0,1
24320,3416312328_36,0,1,1,1,1,0,0,0,1
24321,3316422324_95,0,1,0,0,0,1,0,0,0
24322,3424312228_21,0,1,1,1,1,0,0,0,1
24323,3324312328_04,0,1,1,0,1,0,0,0,1
24324,3516422226_14,0,1,1,0,1,1,0,0,1
24325,3324322324_10,0,1,0,0,0,1,0,0,0
24326,3424312324_75,0,1,1,1,1,1,0,0,0
24327,3528312324_94,0,1,1,0,0,1,0,0,0
24328,3416422224_48,0,1,0,0,0,1,0,0,1
24329,3314312224_55,0,1,1,0,1,0,0,0,1
24330,3318312326_24,0,1,1,0,1,0,0,0,1
24331,3514422326_77,0,1,1,1,1,1,0,0,0
24332,3516322328_83,0,1,0,1,1,1,0,0,1
24333,3414422228_90,0,1,1,1,1,0,0,1,1
24334,3314422228_46,0,1,1,0,1,0,0,0,1
24335,3524322326_19,0,1,1,1,1,1,0,0,1
24336,3326412226_98,0,1,1,1,0,1,0,0,0
24337,3328422226_31,0,1,1,0,1,0,0,0,1
24338,3324312324_52,0,1,0,0,0,0,0,0,1
24339,3426312324_11,0,1,1,0,1,0,0,0,1
24340,3414322324_13,0,1,1,1,1,0,0,1,1
24341,3416312226_80,0,1,1,1,0,1,0,0,1
24342,3314422328_06,0,1,1,1,1,0,0,1,1
24343,3324422226_14,0,1,0,0,1,1,0,0,1
24344,3428312226_01,0,1,1,0,1,0,0,0,1
24345,3326322228_80,0,1,1,1,1,0,0,0,1
24346,3516422224_31,0,1,1,0,1,0,0,1,1
24347,3418322324_57,0,1,1,0,1,0,0,0,1
24348,3516312324_76,0,1,0,0,1,1,0,0,0
24349,3326422324_33,0,1,1,0,1,0,0,0,1
24350,3524412224_34,0,1,1,0,1,1,0,0,1
24351,3428412324_36,0,0,0,0,1,0,0,0,1
24352,3416422324_78,0,1,1,1,1,0,0,1,1
24353,3528322224_68,0,1,0,0,0,0,0,0,1
24354,3426322228_96,0,1,1,0,1,0,0,0,1
24355,3528312228_21,0,1,1,0,0,1,0,0,1
24356,3528422324_63,0,1,1,1,0,1,0,1,1
24357,3428422228_59,0,1,1,1,1,0,0,0,1
24358,3524312328_87,0,1,1,1,1,0,0,1,1
24359,3516422224_82,0,1,1,1,1,1,0,1,1
24360,3324312328_56,0,1,0,0,0,0,0,0,1
24361,3518422226_12,0,1,1,0,0,1,0,0,0
24362,3416412328_88,0,1,1,1,0,1,0,0,1
24363,3414422326_23,0,1,1,1,1,0,0,0,1
24364,3314412226_92,0,1,1,1,1,0,0,1,1
24365,3414322228_07,0,1,1,0,1,0,0,0,1
24366,3316322324_88,0,1,1,1,1,0,0,1,1
24367,3528322226_82,0,1,1,0,1,0,0,1,1
24368,3518422324_16,0,1,1,0,1,1,0,0,1
24369,3514422226_53,0,1,1,0,1,1,0,0,1
24370,3318312224_59,0,1,1,0,1,0,0,0,1
24371,3524412224_33,0,1,1,0,0,1,0,1,1
24372,3518422326_24,0,1,0,0,1,1,0,0,1
24373,3418422226_03,0,1,0,0,1,0,0,0,1
24374,3318412324_70,0,1,1,0,1,0,0,0,1
24375,3428412226_64,0,1,1,1,1,0,0,1,1
24376,3526412228_54,0,1,0,0,0,0,0,0,1
24377,3426312326_16,0,1,0,0,1,1,0,0,1
24378,3316422226_30,0,1,1,0,0,1,0,0,0
24379,3426312324_45,0,1,1,0,1,0,0,0,1
24380,3518312326_38,0,1,1,0,0,1,0,0,0
24381,3516412226_03,0,1,1,1,1,0,0,0,1
24382,3418412326_95,0,1,1,1,1,0,0,0,1
24383,3314422224_84,0,1,1,0,1,0,0,0,1
24384,3416422228_72,0,1,1,1,1,0,0,1,1
24385,3324322326_14,0,1,1,0,1,0,0,1,1
24386,3324312228_86,0,1,1,0,1,0,0,0,1
24387,3318312328_41,0,1,1,1,1,0,0,0,1
24388,3326422324_64,0,1,1,0,1,0,0,0,1
24389,3418322224_91,0,1,1,1,1,0,0,1,1
24390,3326312324_97,0,1,0,0,1,0,0,0,1
24391,3328412326_72,0,1,0,0,1,0,0,0,1
24392,3428412226_71,0,1,1,0,0,1,0,0,0
24393,3518422326_78,0,1,1,0,1,1,0,1,1
24394,3518412228_68,0,1,1,0,0,1,0,0,0
24395,3326422224_36,0,1,1,0,1,0,0,0,1
24396,3318412324_25,0,1,1,0,1,0,0,0,1
24397,3326422228_65,0,1,1,1,1,0,0,0,1
24398,3524422326_80,0,1,0,1,0,1,0,0,0
24399,3416322328_54,0,1,0,0,0,1,0,0,0
24400,3326412226_00,0,1,1,0,1,0,0,0,1
24401,3418312226_14,0,1,1,0,0,1,0,0,1
24402,3324322224_69,0,1,0,1,1,0,0,0,1
24403,3418312224_63,0,1,0,1,1,1,0,0,1
24404,3414422224_22,0,1,0,0,0,0,0,0,1
24405,3318312224_33,0,1,1,0,1,0,0,0,1
24406,3526312226_19,0,1,0,0,0,0,0,0,1
24407,3318412224_46,0,1,1,0,1,0,0,0,0
24408,3516322224_54,0,1,1,0,0,1,0,0,0
24409,3526312226_29,0,1,1,0,1,0,0,0,1
24410,3418422324_12,0,1,1,1,1,1,0,1,1
24411,3518412226_94,0,0,1,0,1,0,0,0,1
24412,3314412326_06,0,1,1,0,1,0,0,0,1
24413,3418322226_07,0,1,1,0,1,0,0,1,1
24414,3414322328_05,0,1,1,1,1,0,0,1,1
24415,3424312328_58,0,1,1,1,0,1,0,1,1
24416,3328322228_24,0,1,1,0,1,0,0,0,1
24417,3418312326_77,0,1,1,0,1,1,0,1,1
24418,3518412228_64,0,1,1,1,1,0,0,1,1
24419,3318322328_73,0,1,1,0,1,0,0,0,1
24420,3326412228_48,0,1,1,0,1,0,0,1,1
24421,3328412228_76,0,1,1,0,1,0,0,1,1
24422,3424412328_70,0,1,1,0,1,0,0,1,1
24423,3316422228_36,0,1,1,1,1,0,0,0,1
24424,3424312224_08,0,1,0,0,0,1,0,0,1
24425,3316422326_65,0,1,1,1,1,0,0,1,1
24426,3328322324_15,0,1,1,1,1,0,0,0,1
24427,3328312328_54,0,1,1,0,1,0,0,0,1
24428,3418412224_04,0,1,1,1,1,0,0,0,1
24429,3518412226_93,0,1,1,0,0,1,0,0,1
24430,3316422328_14,0,0,0,0,1,0,0,0,1
24431,3516312328_23,0,1,1,0,1,1,0,0,0
24432,3418312224_22,0,1,0,0,1,1,0,0,0
24433,3424312228_17,0,1,1,0,0,1,0,0,0
24434,3414312228_28,0,1,1,1,1,0,0,1,1
24435,3526322324_53,0,1,1,0,0,1,0,0,0
24436,3528422326_93,0,1,1,1,1,1,0,1,1
24437,3518312328_57,0,1,1,0,1,0,0,1,1
24438,3518422324_18,0,1,0,1,1,1,0,1,1
24439,3426312224_60,0,1,1,0,1,0,0,1,1
24440,3326312228_66,0,1,1,0,0,1,0,0,0
24441,3314322224_74,0,1,0,0,1,0,0,0,0
24442,3424422326_15,0,1,1,1,1,0,0,1,1
24443,3514412326_23,0,1,1,0,0,1,0,1,1
24444,3416422228_21,0,1,1,0,1,0,0,0,1
24445,3328322324_84,0,1,1,1,1,1,0,1,1
24446,3528412226_65,0,1,0,0,1,1,0,1,1
24447,3518312226_21,0,1,1,1,1,1,0,0,0
24448,3524322224_24,0,1,1,1,1,0,0,1,1
24449,3326312224_32,0,1,1,0,1,0,0,1,1
24450,3328412326_36,0,1,1,0,1,0,0,0,1
24451,3418312228_75,0,1,1,0,0,1,0,0,1
24452,3528422228_66,0,1,1,0,1,0,0,0,1
24453,3424422326_22,0,0,0,0,1,0,0,0,1
24454,3326312328_43,0,1,1,0,1,0,0,0,1
24455,3318312328_07,0,1,1,1,1,0,0,0,1
24456,3516312324_40,0,1,0,0,1,1,0,0,0
24457,3528322224_09,0,1,0,0,1,1,0,1,1
24458,3324412226_92,0,1,0,0,0,0,0,0,1
24459,3518322324_74,0,1,0,1,1,1,0,1,1
24460,3318412228_15,0,1,1,0,1,0,0,0,1
24461,3316322226_82,0,1,1,0,1,0,0,1,1
24462,3514412326_17,0,1,1,0,1,1,0,0,1
24463,3414322328_96,0,1,1,1,1,0,0,0,1
24464,3528412228_71,0,1,1,1,1,1,0,1,1
24465,3424422226_74,0,1,1,0,0,1,0,0,0
24466,3328422328_96,0,0,0,0,1,0,0,1,1
24467,3528412228_30,0,1,1,0,0,1,0,1,1
24468,3428322328_84,0,1,1,0,1,0,0,1,1
24469,3414422328_28,0,1,1,1,1,0,0,1,1
24470,3526312324_48,0,1,1,1,1,0,0,1,1
24471,3314422228_72,0,1,1,0,1,0,0,0,1
24472,3326322324_87,0,1,1,0,1,1,0,1,1
24473,3316312224_27,0,1,1,0,1,0,0,0,1
24474,3528422326_30,0,1,0,0,1,1,0,0,0
24475,3324312328_58,0,0,0,0,1,0,0,0,1
24476,3328422226_17,0,1,0,1,1,0,0,0,1
24477,3324322326_82,0,1,1,0,1,0,0,0,1
24478,3326312326_61,0,1,0,1,0,1,0,0,0
24479,3518322226_44,0,1,0,1,1,1,0,0,1
24480,3516322224_79,0,1,1,0,1,1,0,1,1
24481,3514412324_96,0,1,1,0,1,1,0,0,1
24482,3518412228_11,0,1,0,0,1,1,0,0,1
24483,3316312226_31,0,1,1,1,1,0,0,1,1
24484,3524422328_42,0,1,1,0,0,1,0,0,0
24485,3324422226_66,0,1,1,0,0,1,0,0,0
24486,3528412226_93,0,1,1,0,1,0,0,0,1
24487,3328412228_00,0,1,1,1,1,0,0,0,1
24488,3424412324_57,0,1,0,0,1,0,0,0,0
24489,3526322228_16,0,1,1,0,1,0,0,1,1
24490,3326322326_43,0,1,1,0,1,0,0,1,1
24491,3328412224_89,0,1,1,0,1,0,0,0,0
24492,3328312328_60,0,1,1,1,1,0,0,1,1
24493,3316312324_32,0,1,1,1,1,0,0,0,1
24494,3426412328_80,0,1,0,0,1,0,0,0,1
24495,3324412328_21,0,1,1,0,1,0,0,0,1
24496,3324422328_59,0,1,0,0,1,0,0,1,1
24497,3526312228_39,0,1,1,1,1,1,0,1,1
24498,3314312326_18,0,1,1,1,1,0,0,0,1
24499,3424322224_84,0,0,0,1,1,0,0,1,1
24500,3328322226_71,0,1,1,1,1,0,0,0,1
24501,3518422224_73,0,1,1,1,1,0,0,0,1
24502,3428412324_50,0,0,0,0,1,0,0,0,1
24503,3324412324_63,0,1,1,0,1,0,0,0,1
24504,3414322324_46,0,1,1,0,1,1,0,0,0
24505,3314412226_35,0,1,1,0,1,0,0,1,1
24506,3516412324_93,0,1,1,0,1,0,0,0,1
24507,3528322228_25,0,1,1,0,1,1,0,1,1
24508,3424422324_96,0,1,1,1,1,0,0,0,1
24509,3528322226_21,0,1,1,0,0,1,0,0,1
24510,3428322326_11,0,1,1,0,1,0,0,0,1
24511,3518412326_61,0,1,1,0,0,1,0,0,1
24512,3524322228_26,0,1,1,1,1,0,0,1,1
24513,3314312326_38,0,1,1,0,1,0,0,0,1
24514,3326422328_61,0,1,1,0,0,1,0,0,0
24515,3314412326_98,0,1,0,0,0,1,0,0,0
24516,3414312328_83,0,1,1,0,0,1,0,0,0
24517,3318312328_67,0,1,1,0,1,0,0,0,1
24518,3328422224_44,0,1,1,0,1,0,0,0,1
24519,3414322226_51,0,1,1,0,1,1,0,0,1
24520,3326322226_77,0,1,1,0,0,1,0,0,0
24521,3426322326_03,0,1,0,0,0,0,0,0,1
24522,3426422224_21,0,1,1,0,0,1,0,0,0
24523,3328322226_00,0,1,1,0,1,0,0,0,1
24524,3324322324_39,0,1,1,1,1,0,0,1,1
24525,3416312324_34,0,0,0,0,1,0,0,0,1
24526,3324412324_56,0,1,0,0,1,0,0,0,1
24527,3418412228_02,0,1,1,0,1,0,0,1,1
24528,3324422324_81,0,1,1,1,1,0,0,1,1
24529,3328322226_08,0,1,0,1,0,1,0,0,0
24530,3324412324_35,0,1,1,1,1,0,0,0,1
24531,3314322226_93,0,1,1,0,1,0,0,0,0
24532,3328422226_40,0,0,0,0,1,0,0,1,1
24533,3318322326_24,0,1,0,0,1,0,0,0,1
24534,3416422224_03,0,1,1,0,1,0,0,1,1
24535,3316422228_13,0,1,1,0,1,0,0,0,1
24536,3318312326_65,0,1,0,0,0,0,0,0,0
24537,3426312224_95,0,1,0,1,0,1,0,1,1
24538,3518312224_48,0,1,1,0,0,1,0,0,1
24539,3424422324_48,0,0,1,0,1,0,0,1,1
24540,3318312228_47,0,1,1,0,1,0,0,0,1
24541,3524412328_35,0,1,1,0,0,1,0,0,1
24542,3428312224_54,0,1,0,1,1,0,0,0,1
24543,3314422224_92,0,1,1,0,1,0,0,0,1
24544,3426322226_32,0,1,1,1,1,0,0,0,1
24545,3324322224_27,0,1,1,1,1,0,0,0,1
24546,3318312226_02,0,1,1,0,1,1,0,0,1
24547,3414422226_07,0,1,1,1,1,0,0,0,1
24548,3428322224_78,0,1,0,0,0,1,0,1,1
24549,3518322224_99,0,1,0,1,1,1,0,0,1
24550,3418422224_80,0,1,0,1,1,0,0,0,0
24551,3328322324_89,0,1,0,0,0,1,0,0,0
24552,3328422326_28,0,1,1,0,1,0,0,0,1
24553,3328322328_48,0,1,1,0,1,0,0,1,1
24554,3418412324_96,0,1,1,0,0,1,0,0,0
24555,3414422228_85,0,1,1,0,1,0,0,0,1
24556,3316312224_24,0,1,1,0,0,1,0,0,0
24557,3526322326_31,0,1,1,1,0,1,0,1,1
24558,3518412228_98,0,1,1,1,0,1,0,0,0
24559,3416412228_63,0,1,1,0,1,0,0,0,1
24560,3516412224_93,0,1,0,0,1,1,0,0,1
24561,3326312326_49,0,1,1,0,1,0,0,0,1
24562,3418412324_27,0,1,1,0,0,1,0,0,0
24563,3418412328_19,0,1,1,0,1,1,0,0,0
24564,3418322224_97,0,1,1,0,1,1,0,0,1
24565,3428312226_54,0,1,1,0,1,0,0,0,1
24566,3526322226_61,0,1,1,1,0,1,0,0,0
24567,3316322228_52,0,1,1,0,1,0,0,1,1
24568,3524412326_42,0,1,1,0,0,1,0,0,1
24569,3426312324_80,0,1,1,1,1,1,0,0,1
24570,3418312324_11,0,1,1,1,1,0,0,1,1
24571,3324312226_98,0,1,1,0,1,0,0,0,1
24572,3428422226_61,0,0,1,0,1,0,0,0,1
24573,3518322226_40,0,1,1,1,0,1,0,0,1
24574,3516422326_05,0,1,0,1,1,0,0,0,1
24575,3326322328_50,0,1,1,1,1,0,0,0,1
24576,3314422324_69,0,1,1,0,1,0,0,0,1
24577,3518312226_87,0,1,1,0,0,1,0,1,1
24578,3526312324_72,0,1,1,0,1,0,0,1,1
24579,3316422228_98,0,1,1,0,1,0,0,0,1
24580,3318322324_83,0,1,1,1,1,0,0,0,1
24581,3424422226_91,0,1,1,1,1,0,0,1,1
24582,3418412226_80,0,1,1,0,0,1,0,0,0
24583,3316322326_76,0,1,1,0,1,0,0,0,1
24584,3428322224_23,0,1,1,0,1,0,0,1,1
24585,3514422324_95,0,1,0,0,0,0,0,0,1
24586,3524412328_09,0,1,0,0,1,0,0,0,1
24587,3418412228_18,0,0,0,1,1,0,0,1,1
24588,3416312324_24,0,1,1,1,1,0,0,0,1
24589,3328422228_96,0,1,1,1,1,0,0,0,1
24590,3514422324_87,0,1,1,1,1,0,0,0,1
24591,3428422226_99,0,1,1,1,1,1,0,0,1
24592,3316312328_23,0,1,1,1,1,0,0,1,1
24593,3428422324_87,0,1,1,1,1,0,0,1,1
24594,3524312328_36,0,1,1,0,1,1,0,0,1
24595,3314312326_26,0,0,0,0,1,0,0,1,1
24596,3414312224_60,0,1,1,1,1,0,0,0,1
24597,3518322224_67,0,1,0,0,1,1,0,1,1
24598,3416422226_11,0,1,0,1,0,1,0,0,0
24599,3516422224_07,0,1,1,0,1,1,0,1,1
24600,3318422228_77,0,1,1,0,1,0,0,0,1
24601,3414422226_78,0,1,0,0,1,1,0,0,1
24602,3426312326_91,0,1,1,0,1,0,0,0,1
24603,3518422324_86,0,1,0,0,1,1,0,0,1
24604,3426422224_77,0,1,1,0,1,0,0,0,1
24605,3316312326_33,0,1,0,0,1,1,0,0,0
24606,3318412328_62,0,1,0,1,1,1,0,0,0
24607,3416422228_37,0,1,0,0,1,0,0,1,1
24608,3428422328_21,0,1,0,0,1,1,0,0,1
24609,3414412324_36,0,1,1,0,1,0,0,1,1
24610,3516412226_15,0,1,0,1,1,0,0,0,1
24611,3328322326_99,0,1,1,1,1,0,0,1,1
24612,3316312326_92,0,1,1,0,1,0,0,0,1
24613,3518322224_88,0,1,1,1,1,1,0,0,1
24614,3528412228_11,0,1,1,0,1,1,0,0,0
24615,3314322224_50,0,1,1,1,1,1,0,0,1
24616,3324322226_09,0,1,1,1,0,1,0,0,0
24617,3526312326_32,0,1,1,0,1,0,0,1,1
24618,3526422324_40,0,1,1,1,1,0,0,1,1
24619,3316312228_22,0,1,1,1,1,0,0,0,1
24620,3526322224_10,0,1,1,1,1,0,0,0,1
24621,3414422226_00,0,1,1,1,0,1,0,0,0
24622,3524412328_24,0,1,0,0,0,0,0,0,1
24623,3418412226_57,0,1,1,0,1,0,0,0,1
24624,3524412328_96,0,1,1,1,1,0,0,0,1
24625,3418312326_85,0,1,1,1,0,1,0,0,0
24626,3314312328_23,0,0,0,0,1,0,0,0,1
24627,3424312226_38,0,1,1,0,1,0,0,1,1
24628,3318312324_12,0,1,1,1,1,0,0,0,1
24629,3318412326_04,0,1,1,1,1,0,0,0,1
24630,3314312324_77,0,1,1,0,1,0,0,0,1
24631,3414412324_34,0,1,1,0,1,0,0,0,1
24632,3326312228_67,0,1,0,0,1,1,0,0,1
24633,3318312224_88,0,1,1,1,1,0,0,0,1
24634,3526412224_90,0,1,1,1,1,0,0,1,1
24635,3516312328_38,0,1,1,0,1,0,0,0,1
24636,3414312326_40,0,0,0,0,1,0,0,1,1
24637,3314412324_32,0,1,1,0,1,0,0,1,1
24638,3328412324_27,0,1,0,0,1,0,0,0,0
24639,3416312224_46,0,1,1,0,1,0,0,1,1
24640,3428322226_74,0,1,1,0,1,0,0,0,1
24641,3416422326_85,0,1,1,1,1,0,0,0,1
24642,3316412224_57,0,1,1,0,1,0,0,0,1
24643,3316322328_56,0,1,1,0,1,0,0,1,1
24644,3326412328_45,0,1,1,0,1,0,0,0,1
24645,3328422328_55,0,1,1,0,1,1,0,0,1
24646,3328422326_94,0,1,0,0,1,0,0,0,1
24647,3328412224_62,0,1,1,1,1,0,0,1,1
24648,3414322224_55,0,1,0,0,0,1,0,0,1
24649,3318312328_12,0,1,1,1,1,0,0,1,1
24650,3318322226_17,0,1,1,0,1,0,0,0,1
24651,3416312324_62,0,1,1,1,0,1,0,0,0
24652,3316312224_37,0,1,1,0,1,0,0,0,1
24653,3328322228_59,0,1,1,0,0,0,0,0,0
24654,3324312328_35,0,1,1,0,1,0,0,0,1
24655,3514422228_14,0,1,1,0,1,0,0,0,1
24656,3324412326_71,0,1,1,0,1,0,0,0,1
24657,3324422226_17,0,1,1,0,1,0,0,0,1
24658,3416412226_37,0,1,1,0,1,0,0,0,1
24659,3528322328_94,0,1,0,0,0,0,0,0,1
24660,3424412328_87,0,1,1,0,0,1,0,0,0
24661,3418412228_30,0,1,1,0,1,0,0,0,1
24662,3314412326_40,0,1,1,0,1,0,0,0,1
24663,3526322328_06,0,1,1,1,1,0,0,0,1
24664,3318412324_63,0,1,1,1,1,0,0,0,1
24665,3524412224_02,0,0,1,0,1,0,0,0,1
24666,3526412326_10,0,1,1,0,0,1,0,0,1
24667,3528412228_92,0,1,1,0,1,0,0,0,1
24668,3414322324_14,0,1,1,0,1,0,0,0,1
24669,3318422328_70,0,1,1,0,1,0,0,0,1
24670,3526412326_36,0,1,1,1,1,0,0,0,1
24671,3324422324_17,0,1,1,0,0,1,0,0,0
24672,3528312228_01,0,1,1,0,1,0,0,0,1
24673,3516412324_20,0,1,1,0,1,0,0,0,1
24674,3518422224_52,0,1,1,0,1,1,0,0,0
24675,3526312226_23,0,1,1,0,1,0,0,0,1
24676,3518412224_89,0,1,1,1,1,0,0,0,1
24677,3426312224_37,0,1,1,0,1,0,0,1,1
24678,3318412324_46,0,1,1,1,1,0,0,0,1
24679,3528322326_18,0,1,1,1,0,1,0,0,0
24680,3316312224_39,0,1,1,0,1,1,0,0,0
24681,3514412324_25,0,1,0,0,1,1,0,1,1
24682,3316412224_75,0,1,1,1,1,0,0,0,1
24683,3526412226_83,0,1,1,0,0,1,0,0,0
24684,3426322226_80,0,1,1,0,1,1,0,0,1
24685,3324422326_69,0,1,1,1,1,0,0,1,1
24686,3324422324_53,0,1,1,0,1,0,0,0,1
24687,3416322328_38,0,1,1,0,1,1,0,1,1
24688,3324322326_96,0,1,1,1,1,0,0,1,1
24689,3324312324_65,0,1,1,1,1,1,0,0,1
24690,3524312226_30,0,1,1,1,1,0,0,1,1
24691,3328322328_09,0,1,1,0,0,1,0,0,0
24692,3324322226_11,0,1,1,0,1,0,0,0,1
24693,3326312328_27,0,1,0,0,0,1,0,0,0
24694,3428322224_40,0,0,0,0,1,0,0,0,1
24695,3324422324_29,0,1,1,0,1,0,0,0,1
24696,3418312326_82,0,1,1,1,1,0,0,0,1
24697,3426422324_26,0,1,1,0,1,0,0,0,1
24698,3318422224_40,0,1,1,0,1,0,0,0,1
24699,3514412224_51,0,1,1,0,0,1,0,0,1
24700,3324312324_24,0,1,1,0,1,0,0,0,1
24701,3424422324_78,0,1,0,0,0,1,0,0,0
24702,3328422228_72,0,1,1,1,1,0,0,0,1
24703,3424422328_51,0,1,1,0,1,0,0,0,1
24704,3326312328_47,0,1,1,0,1,0,0,0,1
24705,3514322328_73,0,1,1,1,0,1,0,0,0
24706,3316312226_49,0,1,1,0,1,0,0,0,1
24707,3328322226_86,0,1,1,0,1,0,0,0,1
24708,3424422328_21,0,1,1,0,1,0,0,0,1
24709,3518412328_57,0,1,1,0,0,1,0,0,0
24710,3424312228_81,0,1,1,1,1,1,0,0,1
24711,3314422326_00,0,1,0,0,0,1,0,0,0
24712,3514422228_02,0,1,1,0,0,1,0,1,1
24713,3424312224_53,0,1,1,0,0,1,0,0,1
24714,3428412228_37,0,1,1,1,1,0,0,0,1
24715,3528322224_85,0,1,1,0,1,0,0,0,1
24716,3528312326_06,0,1,1,1,0,1,0,1,1
24717,3314422226_16,0,1,1,0,1,0,0,0,1
24718,3516412326_62,0,1,1,0,1,1,0,0,1
24719,3314312226_53,0,1,1,0,1,0,0,0,0
24720,3324422324_36,0,1,0,0,1,0,0,0,0
24721,3418412324_33,0,1,0,0,0,0,0,0,1
24722,3514412326_45,0,1,1,1,1,1,0,1,1
24723,3526412228_33,0,1,1,0,1,0,0,0,1
24724,3518322224_06,0,1,1,0,1,0,0,1,1
24725,3418422224_57,0,1,1,0,0,1,0,0,1
24726,3524322326_65,0,1,1,1,1,0,0,1,1
24727,3326422326_69,0,1,1,0,1,0,0,0,1
24728,3314422224_01,0,1,1,0,1,0,0,0,1
24729,3328322228_92,0,0,0,0,1,0,0,1,1
24730,3324422224_18,0,1,0,1,1,0,0,0,0
24731,3316312228_29,0,1,1,0,1,1,0,1,1
24732,3324412224_66,0,1,1,0,1,0,0,0,1
24733,3418422224_46,0,1,1,0,0,1,0,0,0
24734,3526412328_88,0,1,1,1,1,0,0,1,1
24735,3318412228_85,0,1,1,0,1,0,0,1,1
24736,3514412226_97,0,1,0,1,0,1,0,0,1
24737,3524412228_43,0,1,0,0,0,0,0,0,1
24738,3418412228_10,0,1,0,0,0,1,0,0,0
24739,3526322328_44,0,1,1,1,1,0,0,1,1
24740,3418422324_73,0,1,0,1,1,0,0,0,1
24741,3316422328_39,0,1,0,0,0,1,0,0,0
24742,3324422224_36,0,1,1,0,1,0,0,0,1
24743,3526322324_71,0,1,0,0,1,1,0,1,1
24744,3528412324_48,0,1,1,0,1,0,0,0,1
24745,3528322326_11,0,1,1,1,0,1,0,0,1
24746,3418312328_71,0,1,1,0,0,1,0,0,0
24747,3426422226_98,0,1,1,0,0,1,0,0,0
24748,3518322326_26,0,1,1,0,1,1,0,1,1
24749,3516312324_17,0,1,0,0,1,1,0,0,1
24750,3428412224_61,0,1,1,0,1,0,0,0,1
24751,3418422226_68,0,1,0,0,1,1,0,1,1
24752,3316422228_55,0,1,1,1,1,0,0,0,1
24753,3314312224_44,0,0,0,0,0,0,0,1,1
24754,3424422328_16,0,1,1,0,1,1,0,0,1
24755,3328412324_05,0,1,0,0,1,0,0,0,1
24756,3514412228_42,0,1,0,0,0,0,0,0,1
24757,3416422228_88,0,0,1,0,1,1,0,0,1
24758,3416412228_43,0,1,1,0,0,1,0,0,1
24759,3314412228_34,0,1,0,0,1,0,0,1,1
24760,3516422226_65,0,1,0,0,1,1,0,0,1
24761,3418422226_72,0,1,1,1,1,0,0,1,1
24762,3426422224_04,0,1,1,0,1,0,0,1,1
24763,3324412328_78,0,1,0,1,1,0,0,0,1
24764,3426422226_57,0,1,1,0,1,1,0,1,1
24765,3324322328_84,0,1,1,0,1,0,0,0,1
24766,3426312228_04,0,1,1,0,1,0,0,1,1
24767,3528412226_12,0,1,1,0,0,1,0,0,0
24768,3328412226_54,0,1,0,0,1,0,0,0,1
24769,3528422324_14,0,1,1,0,1,0,0,1,1
24770,3414322328_99,0,1,1,1,1,0,0,1,1
24771,3328422328_18,0,1,0,1,0,1,0,0,0
24772,3318412228_93,0,1,1,0,1,0,0,0,1
24773,3314422226_54,0,1,1,1,1,0,0,0,1
24774,3326312326_89,0,1,1,1,1,0,0,0,1
24775,3528422224_28,0,1,1,1,1,1,0,0,0
24776,3316312324_70,0,1,1,0,0,1,0,0,0
24777,3428322228_37,0,1,1,0,1,1,0,0,1
24778,3426312226_63,0,1,1,0,1,0,0,0,1
24779,3528422328_00,0,1,1,1,1,1,0,1,1
24780,3516322328_51,0,1,1,0,1,1,0,0,0
24781,3518412328_78,0,1,0,0,1,1,0,0,0
24782,3314312324_06,0,1,0,0,1,1,0,0,1
24783,3428412224_68,0,1,1,0,1,0,0,0,1
24784,3418322324_34,0,1,0,0,0,1,0,0,0
24785,3416422328_23,0,1,1,0,1,0,0,0,1
24786,3518322328_12,0,1,0,0,0,0,0,0,1
24787,3328322328_82,0,1,1,0,1,0,0,0,1
24788,3424422226_44,0,1,1,0,1,0,0,1,1
24789,3526412324_88,0,1,1,1,0,1,0,0,0
24790,3428312226_84,0,1,1,0,1,0,0,0,1
24791,3316412224_39,0,1,1,0,1,0,0,0,1
24792,3414412326_59,0,0,0,0,1,0,0,0,1
24793,3514322328_04,0,1,1,1,1,0,0,1,0
24794,3418412326_31,0,1,0,0,0,0,0,0,1
24795,3318412326_78,0,1,0,0,0,0,0,0,0
24796,3424312326_87,0,1,1,1,1,0,0,0,1
24797,3316412226_08,0,1,1,0,1,0,0,0,1
24798,3414322328_38,0,0,1,0,1,0,0,1,1
24799,3516422324_51,0,1,1,1,1,0,0,0,1
24800,3314312324_72,0,1,0,0,1,0,0,0,1
24801,3324322326_21,0,1,1,1,1,0,0,1,1
24802,4514422228_22,0,1,1,0,1,0,0,0,1
24803,3518412324_92,0,1,1,1,1,1,0,0,1
24804,3518412226_47,0,1,1,0,1,0,0,0,1
24805,3528412328_77,0,1,1,0,1,0,0,0,1
24806,3528322324_53,0,1,1,0,1,1,0,0,1
24807,3518412328_83,0,1,1,0,1,1,0,0,0
24808,3424422328_47,0,1,1,1,1,0,0,0,1
24809,3528312326_14,0,1,1,1,0,1,0,0,1
24810,3424312224_51,0,1,1,0,0,1,0,0,0
