,file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
3582,3318312228_27,0,1,1,0,0,1,0,0,0
3583,3328322224_82,0,1,1,0,1,0,0,0,1
3584,3528312326_26,0,1,1,0,1,1,0,1,1
3585,3528312226_05,0,1,1,1,1,0,0,1,1
3586,3426312226_41,0,1,1,1,1,0,0,1,1
3587,3314322324_81,0,1,1,0,1,0,0,0,1
3588,3528312326_57,0,1,1,1,1,1,0,1,1
3589,3526412228_38,0,1,1,1,1,0,0,1,1
3590,3414412324_79,0,1,1,1,0,1,0,1,1
3591,3518322326_73,0,1,0,0,1,1,0,0,0
3592,3314312324_73,0,1,1,0,1,1,0,0,0
3593,3514422226_13,0,1,1,1,1,1,0,1,1
3594,3518312326_22,0,1,1,1,0,1,0,0,0
3595,3418322324_81,0,1,1,1,1,0,0,0,1
3596,3514422228_78,0,0,0,1,1,0,0,0,1
3597,3518312326_64,0,1,1,1,1,0,0,1,1
3598,3426322324_91,0,1,1,1,1,0,0,0,1
3599,3314322328_58,0,1,1,0,1,0,0,0,1
3600,3524312328_69,0,1,1,1,1,0,0,0,1
3601,3328312224_73,0,1,0,0,0,0,0,0,1
3602,3424312326_95,0,1,1,1,1,0,0,0,1
3603,3324312326_66,0,1,1,0,1,0,0,0,1
3604,3318412326_10,0,1,1,1,1,0,0,0,1
3605,3418422324_65,0,1,1,0,0,1,0,1,1
3606,3514422226_93,0,1,1,0,0,1,0,0,0
3607,3324422224_85,1,0,0,0,0,0,0,0,0
3608,3324422226_16,0,0,0,0,1,0,0,0,1
3609,3324312326_54,0,1,1,0,1,0,0,0,1
3610,3324312324_37,0,1,0,0,0,1,0,0,0
3611,3528312228_73,0,1,1,1,1,0,0,1,1
3612,3428322326_78,0,1,1,0,1,1,0,0,1
3613,3516312324_45,0,1,1,0,1,1,0,1,1
3614,3314312324_49,0,1,1,0,0,1,0,0,0
3615,3528312324_44,0,1,1,0,0,1,0,0,0
3616,3516412324_80,0,0,0,0,1,1,0,0,1
3617,3318412228_60,0,1,1,0,1,0,0,0,1
3618,3514422224_81,0,1,0,0,1,0,0,0,1
3619,3424422224_07,0,1,1,0,1,1,0,1,1
3620,3528322226_56,0,1,1,0,1,1,0,0,0
3621,3418412328_83,0,0,0,0,1,0,0,0,1
3622,3514412326_90,0,0,0,1,1,0,0,0,1
3623,3318322328_45,0,1,1,0,1,0,0,0,1
3624,3416312326_05,0,1,1,0,1,0,0,0,1
3625,3418422324_07,0,1,1,0,0,1,0,1,1
3626,3524322324_33,0,1,0,1,1,0,0,1,1
3627,3324422326_22,0,0,1,0,1,0,0,0,1
3628,3428312326_03,0,1,1,0,1,0,0,0,1
3629,3418312226_61,0,1,1,0,1,0,0,1,1
3630,3528312324_61,0,1,1,0,1,1,0,1,1
3631,3326322326_26,0,1,1,1,1,0,0,0,1
3632,3526422228_74,0,1,1,1,0,1,0,0,1
3633,3518312328_80,0,1,1,0,1,1,0,0,1
3634,3328322226_23,0,1,1,0,0,1,0,0,0
3635,3318422326_81,0,1,1,0,1,0,0,0,1
3636,3318312224_44,0,0,0,0,1,0,0,1,1
3637,3324322328_45,0,1,1,1,1,0,0,0,1
3638,3328412224_23,0,1,1,0,0,1,0,0,0
3639,3328322326_43,0,1,1,1,1,0,0,0,1
3640,3328322326_67,0,1,1,0,1,0,0,0,1
3641,3314412328_06,0,1,1,0,1,0,0,1,1
3642,3314422224_46,0,1,1,0,1,0,0,0,1
3643,3326422328_98,0,1,0,0,1,0,0,1,1
3644,3528412226_20,0,1,0,0,1,1,0,0,0
3645,3414322228_75,0,1,1,0,1,1,0,0,0
3646,3526412228_49,0,1,1,0,1,0,0,1,1
3647,3324312226_95,0,1,1,0,1,0,0,0,1
3648,3318422226_37,0,1,1,0,1,0,0,0,1
3649,3424422226_18,0,1,0,1,1,1,0,0,1
3650,3518412228_91,0,1,1,0,1,0,0,1,1
3651,3428412224_21,0,1,1,0,1,0,0,1,1
3652,3416422326_46,0,1,0,1,1,0,0,0,1
3653,3326312228_76,0,1,1,1,1,0,0,1,1
3654,3428412224_22,0,1,1,1,1,0,0,0,1
3655,3316422326_33,0,1,1,1,0,1,0,0,0
3656,3428312324_10,0,1,1,0,1,0,0,0,1
3657,3318322324_40,0,1,1,0,1,0,0,0,1
3658,3326412324_99,0,1,1,0,1,0,0,0,1
3659,3424312324_85,0,1,1,1,1,0,0,0,1
3660,3518312324_17,0,1,1,1,1,1,0,1,1
3661,3514422224_05,0,1,1,1,1,1,0,1,1
3662,3524422326_02,0,1,1,0,1,1,0,0,0
3663,3316312326_87,0,1,1,0,1,0,0,0,1
3664,3314322324_15,0,1,1,0,1,0,0,0,1
3665,3428322228_74,0,1,1,0,1,1,0,1,1
3666,3516422324_37,0,1,1,0,0,1,0,0,1
3667,3526412324_52,0,1,0,0,1,0,0,1,1
3668,3514422226_89,0,1,0,1,0,1,0,1,1
3669,3526422226_57,0,1,1,1,1,1,0,1,1
3670,3416312224_18,0,1,1,0,1,1,0,0,1
3671,3326422328_70,0,1,1,1,1,0,0,0,1
3672,3418322324_78,0,0,0,0,1,0,0,1,1
3673,3426412224_55,0,1,1,0,1,0,0,0,1
3674,3314312228_00,0,1,1,0,1,0,0,1,1
3675,3316322324_08,0,1,1,0,1,0,0,1,1
3676,3426422324_10,0,1,1,1,1,0,0,1,1
3677,3326312228_21,0,1,1,0,1,0,0,0,1
3678,3514422328_36,0,1,1,1,1,1,0,1,1
3679,3324322324_95,0,1,1,1,1,0,0,0,1
3680,3518312324_42,0,1,0,0,0,0,0,0,1
3681,3428322224_14,0,1,1,0,0,1,0,0,0
3682,3414312326_71,0,1,0,0,0,1,0,0,0
3683,3326412224_48,0,1,0,0,1,0,0,0,1
3684,3414312326_34,0,1,1,0,0,1,0,0,1
3685,3428312224_77,0,1,1,1,1,0,0,1,1
3686,3526322328_41,0,1,1,0,1,0,0,0,1
3687,3424412324_69,0,1,0,0,1,1,0,0,1
3688,3418422226_27,0,1,1,0,1,0,0,0,1
3689,3414422326_30,0,1,0,0,0,1,0,0,0
3690,3314322224_07,0,1,1,0,1,0,0,0,1
3691,3518322324_94,0,1,0,1,1,1,0,0,1
3692,3324412324_47,0,1,1,1,1,0,0,0,1
3693,3516322326_54,0,1,1,1,1,0,0,1,1
3694,3518412226_28,0,1,1,0,1,1,0,0,0
3695,3414422228_15,0,1,0,0,1,1,0,0,1
3696,3428312328_58,0,1,1,1,1,1,0,1,1
3697,3424412228_06,0,1,0,0,1,1,0,0,1
3698,3328322226_74,0,1,1,0,1,0,0,0,1
3699,3324312226_31,0,1,1,1,0,0,0,0,0
3700,3516322324_06,0,1,0,0,1,1,0,1,1
3701,3528412324_55,0,1,1,1,0,1,0,0,1
3702,3324322324_64,0,1,0,1,1,0,0,0,1
3703,3518312228_64,0,1,1,0,1,1,0,1,1
3704,3426422326_10,0,1,0,0,1,1,0,0,1
3705,3426312326_52,0,1,1,0,1,0,0,1,1
3706,3326322324_44,0,1,1,0,1,0,0,0,1
3707,3324422228_61,0,1,1,1,1,0,0,0,1
3708,3528422228_70,0,1,0,0,0,0,0,0,1
3709,3526422228_87,0,1,1,0,1,0,0,0,1
3710,3518412226_09,0,1,0,0,1,1,0,0,1
3711,3516412226_45,0,1,1,1,1,0,0,1,1
3712,3416422328_70,0,1,1,0,0,1,0,0,1
3713,3526412324_49,0,1,0,0,0,0,0,0,1
3714,3326322228_21,0,1,1,1,1,0,0,1,1
3715,3524422328_25,0,1,1,1,1,1,0,1,1
3716,3326422224_35,0,0,0,0,1,0,0,0,1
3717,3428322226_19,0,1,0,0,0,0,0,0,1
3718,3428412226_77,0,1,1,0,1,0,0,0,1
3719,3528422228_88,0,1,1,1,0,1,0,0,0
3720,3414312324_88,0,1,1,0,1,0,0,1,1
3721,3428312226_35,0,1,1,1,0,1,0,0,0
3722,3328412228_25,0,1,1,0,1,0,0,0,1
3723,3518322324_98,0,1,1,1,0,1,0,1,1
3724,3414322228_85,0,1,1,0,1,0,0,0,1
3725,3514422326_84,0,1,0,1,1,0,0,1,1
3726,3516422224_79,0,0,1,1,1,1,0,1,1
3727,3416312224_82,0,1,1,0,1,0,0,0,1
3728,3428322324_78,0,1,0,1,1,1,0,0,1
3729,3314312228_28,0,1,0,1,0,0,0,0,0
3730,3516412328_23,0,1,1,1,0,1,0,0,1
3731,3326422228_37,0,0,0,0,1,0,0,0,1
3732,3414412226_40,0,1,1,0,1,0,0,0,1
3733,3424312224_57,0,1,1,0,1,0,0,0,1
3734,3526322224_46,0,1,1,0,1,1,0,1,1
3735,3518312224_26,0,1,1,1,1,0,0,0,1
3736,3324312224_59,0,1,1,1,1,0,0,0,1
3737,3328412226_25,0,1,1,1,1,0,0,1,1
3738,3418312324_59,0,1,1,1,1,0,0,0,1
3739,3416412328_20,0,1,0,0,1,0,0,0,1
3740,3526312226_83,0,1,1,0,1,0,0,1,1
3741,3328322226_04,0,1,1,0,1,0,0,1,1
3742,3414412328_95,0,1,0,0,1,0,0,0,1
3743,3418312224_37,0,1,1,0,1,0,0,0,1
3744,3324312224_38,0,1,1,1,1,0,0,0,1
3745,3318412226_32,0,1,1,0,1,0,0,0,1
3746,3424312328_49,0,0,0,0,1,0,0,0,1
3747,3314322326_25,0,1,1,0,1,0,0,0,1
3748,3416322224_77,0,1,0,0,0,1,0,0,0
3749,3318412224_29,0,1,1,1,0,1,0,0,0
3750,3418422226_59,0,1,1,0,1,0,0,1,1
3751,3428312324_06,0,1,1,0,1,0,0,0,1
3752,3326312326_02,0,1,1,0,1,0,0,0,1
3753,3326412224_54,0,1,1,0,1,0,0,0,1
3754,3326422226_92,0,1,1,1,0,1,0,0,0
3755,3424412324_14,0,1,1,1,1,0,0,0,1
3756,3524312328_33,0,1,1,1,1,0,0,1,1
3757,3426422228_68,0,1,1,0,1,0,0,0,1
3758,3316322224_72,0,0,0,0,1,1,0,0,1
3759,3428412226_88,0,1,1,0,1,0,0,0,1
3760,3326322226_25,0,1,0,0,0,0,0,0,1
3761,3424312228_41,0,1,1,0,1,0,0,1,1
3762,3328312224_17,0,1,1,0,1,0,0,0,1
3763,3516422328_64,0,1,1,0,1,1,0,0,0
3764,3424312326_49,0,1,1,1,1,0,0,0,1
3765,3326412328_89,0,1,1,0,1,0,0,0,1
3766,3324312228_63,0,1,0,0,1,0,0,0,1
3767,3418422326_40,0,1,0,1,1,1,0,1,1
3768,3324412328_26,0,1,1,0,1,0,0,0,1
3769,3426322328_52,0,1,1,1,0,1,0,0,0
3770,3414322224_54,0,0,0,0,1,1,0,0,1
3771,3326312228_26,0,1,0,0,1,0,0,1,1
3772,3516422224_99,0,1,1,1,1,0,0,1,1
3773,3318412228_73,0,1,1,0,1,0,0,0,1
3774,3526422224_56,0,1,1,0,1,0,0,1,1
3775,3524412326_90,0,1,1,0,1,0,0,1,1
3776,3328312224_68,0,1,1,0,1,0,0,0,1
3777,3518412226_06,0,1,1,0,1,0,0,0,1
3778,3514422328_63,0,1,1,0,1,0,0,1,1
3779,3524412326_59,0,1,1,0,1,0,0,0,1
3780,3414312326_77,0,1,1,1,1,0,0,1,1
3781,3528322224_24,0,1,0,1,1,0,0,0,1
3782,3418312326_15,0,1,1,0,1,1,0,0,0
3783,3414322326_74,0,1,1,1,1,1,0,1,1
3784,3318322226_59,0,1,1,1,1,0,0,0,1
3785,3326322324_34,0,1,1,1,1,0,0,0,1
3786,3314412326_04,0,1,0,0,1,0,0,1,1
3787,3528412224_45,0,1,1,0,0,1,0,0,0
3788,3314422226_74,0,1,1,0,1,0,0,0,1
3789,3328412226_99,0,1,0,0,1,0,0,0,1
3790,3418312226_43,0,1,1,1,1,0,0,1,1
3791,3324412326_75,0,0,0,0,1,0,0,0,1
3792,3314322328_78,0,1,1,1,1,0,0,0,1
3793,3328412328_01,0,1,0,1,1,0,0,0,1
3794,3418412328_87,0,1,1,0,1,0,0,0,1
3795,3516412326_47,0,1,1,1,1,0,0,1,1
3796,3314312224_42,0,1,1,0,1,1,0,0,0
3797,3324412224_69,0,1,1,1,1,0,0,0,1
3798,3314412226_10,0,1,1,1,1,0,0,0,1
3799,3416312228_56,0,0,0,0,1,0,0,0,1
3800,3324312326_18,0,1,1,0,1,0,0,0,1
3801,3528312324_49,0,1,1,0,1,1,0,0,0
3802,3418422228_94,0,1,0,0,0,0,0,0,1
3803,3428412328_64,0,1,1,0,1,0,0,0,1
3804,3526422228_52,0,1,0,0,0,0,0,0,1
3805,3518422324_55,0,1,0,0,1,0,0,0,1
3806,3528322226_87,0,1,0,0,1,1,0,0,1
3807,3414422228_98,0,1,0,0,1,1,0,0,1
3808,3524412328_45,0,1,1,0,1,1,0,1,1
3809,3428422226_58,0,1,1,0,0,1,0,0,1
3810,3424422226_02,0,1,1,0,1,0,0,0,1
3811,3318422326_96,0,1,1,0,1,0,0,0,1
3812,3316312326_75,0,1,1,0,0,1,0,0,0
3813,3516322324_05,0,1,0,0,0,0,0,0,1
3814,3426312328_81,0,1,1,0,1,0,0,0,1
3815,3316412224_79,0,1,1,0,0,1,0,0,0
3816,3426312324_08,0,1,1,0,1,1,0,0,0
3817,3414322328_15,0,1,1,0,0,1,0,0,1
3818,3328322324_36,0,1,1,0,1,0,0,1,1
3819,3516412328_82,0,1,1,0,1,0,0,1,1
3820,3314322328_05,0,1,0,0,0,0,0,0,0
3821,3314322324_88,0,1,1,0,0,1,0,0,0
3822,3416312326_74,0,1,1,0,0,1,0,0,1
3823,3514322326_52,0,1,1,0,1,0,0,1,1
3824,3516312224_03,0,1,0,0,1,1,0,1,1
3825,3418322228_72,0,1,1,1,1,0,0,0,1
3826,3314412226_38,0,1,1,0,1,0,0,0,1
3827,3416312328_18,0,1,1,0,1,0,0,0,1
3828,3526322226_91,0,1,1,1,1,0,0,1,1
3829,3516422324_52,0,1,1,0,1,1,0,0,0
3830,3416412228_33,0,0,0,0,1,0,0,0,1
3831,3426312226_47,0,1,1,0,0,1,0,0,1
3832,3416312324_53,0,1,0,0,1,0,0,0,1
3833,3414312228_53,0,1,0,0,0,0,0,0,1
3834,3526412226_56,0,1,1,0,0,1,0,0,0
3835,3424412324_71,0,1,1,0,1,0,0,0,1
3836,3416322224_93,0,1,0,0,1,0,0,1,1
3837,3526312226_07,0,1,1,0,0,1,0,0,1
3838,3326312328_03,0,1,1,0,1,0,0,0,1
3839,3416312324_10,0,1,1,1,1,0,0,1,1
3840,3324312326_97,0,1,1,0,0,1,0,0,0
3841,3314322324_68,0,1,0,0,0,0,0,0,0
3842,3526312324_14,0,1,1,1,1,1,0,0,0
3843,3318412226_55,0,1,1,0,1,0,0,1,1
3844,3424312224_78,0,1,1,1,1,0,0,0,1
3845,3524422328_34,0,1,1,1,1,0,0,1,1
3846,3416312226_22,0,1,1,0,1,0,0,1,1
3847,3416422226_38,0,1,1,0,1,0,0,1,1
3848,3516312224_80,0,1,1,0,1,1,0,0,0
3849,3418312224_88,0,1,1,1,0,1,0,0,0
3850,3416312324_65,0,1,1,0,1,0,0,0,1
3851,3428322224_86,0,1,1,1,1,0,0,1,1
3852,3326422226_19,0,1,1,0,1,0,0,0,1
3853,3324312328_24,0,1,1,1,1,0,0,1,1
3854,3426312324_43,0,1,1,1,1,0,0,1,1
3855,3528412226_81,0,1,0,1,1,1,0,0,1
3856,3424312228_54,0,1,1,0,1,0,0,0,1
3857,3314422328_45,0,1,1,1,1,0,0,1,1
3858,3314322226_52,0,1,1,0,1,0,0,0,1
3859,3416422228_12,0,1,1,0,1,0,0,0,1
3860,3426322326_74,0,1,1,1,1,0,0,0,1
3861,3424422326_16,0,0,0,0,1,0,0,1,1
3862,3316322224_96,0,1,1,0,1,0,0,0,1
3863,3424312228_84,0,1,0,0,1,1,0,0,0
3864,3524322226_01,0,1,1,1,1,1,0,0,1
3865,3314412328_92,0,1,1,0,1,0,0,0,1
3866,3418422224_15,0,1,1,0,1,0,0,0,1
3867,3416412226_78,0,1,1,0,1,0,0,0,1
3868,3526412324_07,0,1,0,1,1,1,0,0,0
3869,3418422326_62,0,1,0,0,0,1,0,0,1
3870,3326312224_00,0,1,1,1,1,0,0,1,1
3871,3414312226_72,0,1,0,0,1,0,0,0,1
3872,3324412226_57,0,1,1,0,1,0,0,0,1
3873,3324422328_47,0,1,1,1,0,1,0,0,0
3874,3518322326_42,0,1,1,1,1,0,0,0,1
3875,3518412224_61,0,1,1,1,1,1,0,0,1
3876,3426312228_99,0,1,1,1,1,0,0,0,1
3877,3514422224_30,0,1,1,0,1,0,0,1,1
3878,3516322328_50,0,1,0,1,1,1,0,0,0
3879,3524322226_09,0,1,0,1,1,0,0,1,1
3880,3528312326_20,0,1,1,1,0,1,0,1,1
3881,3424422224_43,0,1,1,0,1,0,0,1,1
3882,3426312226_12,0,1,1,0,1,0,0,1,1
3883,3326322224_89,0,1,1,0,0,1,0,0,0
3884,3416322328_99,0,1,1,0,1,0,0,0,1
3885,3414322324_59,0,1,1,0,1,1,0,1,1
3886,3528422224_33,0,1,1,1,1,0,0,1,1
3887,3428412328_92,0,1,0,0,1,0,0,0,1
3888,3426412226_38,0,1,1,0,1,1,0,1,1
3889,3424412228_40,0,1,1,0,1,0,0,0,1
3890,3426312326_84,0,1,1,0,1,0,0,0,1
3891,3516312326_88,0,1,1,0,1,1,0,0,1
3892,3516412228_45,0,1,0,0,0,0,0,0,1
3893,3528412324_14,0,1,1,0,1,1,0,0,1
3894,3418322226_25,0,1,1,0,0,1,0,0,1
3895,3416422226_93,0,1,1,0,1,0,0,0,1
3896,3424312228_37,0,1,1,0,1,1,0,0,0
3897,3328322324_74,0,0,0,0,1,1,0,0,1
3898,3328322228_84,0,1,0,0,1,1,0,0,1
3899,3524322326_40,0,1,1,0,1,0,0,0,1
3900,3416312328_66,0,1,1,1,1,0,0,1,1
3901,3524322324_18,0,1,0,1,1,1,0,0,0
3902,3424312224_74,0,1,1,0,1,0,0,0,1
3903,3324422326_41,0,1,1,1,1,0,0,0,1
3904,3428422224_71,0,1,1,0,1,1,0,0,1
3905,3328422224_34,0,1,1,0,1,0,0,0,1
3906,3514322328_02,0,1,1,1,1,0,0,1,1
3907,3318422228_88,0,1,1,0,1,0,0,0,1
3908,3314312324_32,0,1,1,0,0,1,0,0,0
3909,3418322324_91,0,1,1,0,0,1,0,0,0
3910,3528312324_54,0,1,1,0,0,1,0,1,1
3911,3528412324_41,0,1,1,0,1,0,0,0,1
3912,3316312224_45,0,1,1,0,1,0,0,0,1
3913,3526412228_14,0,1,1,0,1,0,0,0,1
3914,3528322324_26,0,1,1,0,1,1,0,0,0
3915,3514412224_49,0,1,1,0,0,1,0,0,0
3916,3324312328_32,0,1,0,0,1,1,0,0,1
3917,3318412226_64,0,1,0,0,0,1,0,0,0
3918,3426322324_37,0,1,1,1,0,1,0,0,0
3919,3528412224_92,0,1,1,0,1,0,0,0,1
3920,3424312224_04,0,1,0,0,0,0,0,0,1
3921,3328322224_89,0,1,1,1,1,0,0,0,1
3922,3518422228_16,0,1,1,0,0,1,0,0,0
3923,3514412228_27,0,1,1,0,1,1,0,1,1
3924,3326322224_76,0,0,0,0,1,0,0,0,1
3925,3314412326_46,0,1,0,0,0,1,0,0,0
3926,3516422328_95,0,1,1,1,1,0,0,1,1
3927,3328422224_89,0,1,1,0,1,0,0,0,1
3928,3424312226_91,0,1,0,0,1,1,0,0,0
3929,3518412226_49,0,1,0,0,1,1,0,0,1
3930,3318312328_66,0,1,1,0,1,0,0,0,1
3931,3524322228_21,0,1,0,0,0,1,0,0,1
3932,3516322328_10,0,1,1,1,1,1,0,1,1
3933,3528312228_06,0,1,1,0,0,1,0,0,0
3934,3328312224_70,0,1,1,0,0,1,0,0,0
3935,3424412328_42,0,1,0,0,0,0,0,0,1
3936,3518312324_24,0,1,1,0,1,0,0,0,1
3937,3416422228_46,0,0,1,1,1,0,0,0,1
3938,3324312226_30,0,1,1,0,1,0,0,0,1
3939,3326322228_82,0,0,0,0,0,0,0,0,0
3940,3428412224_85,0,1,0,0,1,1,0,0,1
3941,3414412226_10,0,1,1,0,1,0,0,0,1
3942,3314322228_78,0,1,1,0,1,1,0,0,1
3943,3514422228_86,0,1,0,0,0,1,0,0,0
3944,3428412324_19,0,1,1,1,1,0,0,0,1
3945,3316312228_51,0,1,1,1,1,0,0,1,1
3946,3528312324_97,0,1,1,1,1,0,0,0,1
3947,3428322228_94,0,1,1,1,1,0,0,1,1
3948,3418312328_59,0,1,1,1,1,0,0,1,1
3949,3428322328_90,0,1,1,1,1,0,0,1,1
3950,3526312226_37,0,1,1,0,1,0,0,1,1
3951,3318412226_40,0,1,1,0,1,0,0,0,1
3952,3426422326_23,0,1,1,0,1,0,0,0,1
3953,3516322224_69,0,1,1,0,0,1,0,0,1
3954,3326422326_80,0,1,1,0,1,0,0,0,0
3955,3324412328_85,0,0,1,0,1,1,0,1,1
3956,3428422224_60,0,1,1,1,0,1,0,0,0
3957,3524322324_02,0,1,1,0,1,1,0,1,1
3958,3324322228_45,0,1,1,1,1,0,0,0,1
3959,3318322224_33,0,1,1,0,0,1,0,0,0
3960,3528312326_42,0,1,1,1,1,0,0,1,1
3961,3426322324_47,0,1,0,1,1,1,0,1,1
3962,3326422328_79,0,1,1,0,1,0,0,0,1
3963,3518312228_81,0,1,0,0,1,1,0,0,0
3964,3428412326_45,0,1,1,0,1,0,0,0,1
3965,3324312224_98,0,1,1,0,1,0,0,0,1
3966,3518322224_48,0,1,1,1,1,0,0,1,1
3967,3328412228_58,0,1,1,0,1,0,0,0,0
3968,3318412224_19,0,1,0,0,1,0,0,0,1
3969,3428422226_32,0,1,1,1,1,0,0,0,1
3970,3318322224_62,0,1,1,0,1,0,0,1,1
3971,3314412228_59,0,1,1,0,1,0,0,0,1
3972,3426422326_55,0,1,1,1,1,0,0,0,1
3973,3326322324_60,0,1,1,0,1,0,0,0,1
3974,3326422228_12,0,1,1,0,1,0,0,0,1
3975,3528312324_65,0,1,1,1,1,0,0,1,1
3976,3426422228_23,0,1,0,0,1,1,0,0,0
3977,3528422224_08,0,1,1,1,1,0,0,1,1
3978,3514322326_38,0,1,1,0,1,1,0,1,1
3979,3516412326_21,0,1,1,0,0,0,0,0,0
3980,3414322324_97,0,1,1,0,1,0,0,0,1
3981,3424412228_53,0,1,0,0,1,1,0,0,0
3982,3524322228_52,0,1,1,0,1,1,0,1,1
3983,3418422228_40,0,1,0,0,0,1,0,0,0
3984,3516422226_28,0,1,1,0,1,0,0,1,1
3985,3514412224_23,0,1,0,0,0,0,0,0,1
3986,3524312328_37,0,1,1,1,1,0,0,1,1
3987,3326412224_81,0,1,1,1,1,0,0,1,1
3988,3428412328_31,0,1,1,0,0,1,0,0,0
3989,3428322326_65,0,1,1,0,1,0,0,0,1
3990,3514422226_01,0,1,1,0,0,1,0,0,0
3991,3516412226_83,0,1,0,0,1,1,0,0,1
3992,3326422326_01,0,1,1,0,1,0,0,1,1
3993,3316412224_54,0,1,1,0,1,0,0,0,1
3994,3416312226_27,0,1,1,1,1,0,0,1,1
3995,3418322224_14,0,1,0,0,0,1,0,0,0
3996,3518322324_59,0,1,0,0,1,1,0,1,1
3997,3326422224_69,0,0,0,0,1,0,0,0,1
3998,3524322228_46,0,1,1,1,1,1,0,1,1
3999,3318422224_28,0,1,1,0,1,0,0,0,1
4000,3418412326_72,0,1,0,0,0,0,0,0,1
4001,3326312228_31,0,1,1,0,1,0,0,0,1
4002,3318312328_01,0,1,1,0,1,0,0,0,1
4003,3428322224_13,0,1,1,0,0,1,0,0,0
4004,3418422324_75,0,0,0,0,1,1,0,0,1
4005,3328312224_59,0,1,1,0,1,0,0,0,1
4006,3318422224_10,0,1,1,0,0,1,0,0,0
4007,3528412224_16,0,1,1,0,0,1,0,1,1
4008,3514422324_19,0,1,0,0,0,0,0,0,1
4009,3528412328_79,0,1,1,1,1,0,0,1,1
4010,3414322228_96,0,1,1,0,0,1,0,0,0
4011,3516322326_11,0,1,0,0,0,0,0,0,1
4012,3524412324_69,0,1,1,1,1,0,0,0,1
4013,3424422226_99,0,1,1,0,0,1,0,1,1
4014,3316322326_10,0,1,1,0,1,0,0,0,0
4015,3416422326_18,0,1,1,0,1,0,0,1,1
4016,3418422228_25,0,1,1,0,1,0,0,0,1
4017,3424422328_03,0,1,1,0,1,0,0,1,1
4018,3526322228_56,0,1,1,0,1,1,0,1,1
4019,3426312226_44,0,1,1,0,1,0,0,0,1
4020,3424412324_94,0,1,1,0,1,0,0,1,1
4021,3314422328_85,0,0,0,0,1,0,0,0,1
4022,3528322328_30,0,1,1,1,1,0,0,1,1
4023,3424422328_43,0,1,0,0,1,1,0,0,1
4024,3414322326_26,0,1,1,0,1,1,0,1,1
4025,3416322328_68,0,1,1,1,1,0,0,1,1
4026,3526412328_31,0,1,1,0,1,0,0,0,1
4027,3526412224_56,0,1,1,0,1,0,0,0,1
4028,3328412228_92,0,1,1,0,1,0,0,1,1
4029,3514422324_70,0,1,1,1,1,0,0,1,1
4030,3528312228_64,0,1,1,0,1,0,0,0,1
4031,3418422226_37,0,1,1,0,1,1,0,1,1
4032,3518322224_86,0,1,1,0,1,0,0,1,1
4033,3328422328_75,0,1,1,1,1,0,0,0,1
4034,3526412224_00,0,1,1,1,0,1,0,0,0
4035,3326412228_34,0,0,0,0,1,0,0,0,1
4036,3414322228_66,0,1,1,0,1,0,0,1,1
4037,3326422224_45,0,1,1,0,1,0,0,0,1
4038,3314312324_69,0,1,1,0,1,0,0,0,1
4039,3414412326_01,0,1,1,0,1,1,0,0,1
4040,3526412228_95,0,1,0,1,1,1,0,0,1
4041,3428422224_49,0,1,1,0,1,1,0,1,1
4042,3524412328_67,0,1,0,0,1,0,0,0,1
4043,3514422224_57,0,1,0,0,0,0,0,0,1
4044,3524322326_30,0,1,0,1,1,0,0,0,1
4045,3416322328_47,0,1,0,0,1,0,0,0,1
4046,3418322224_38,0,1,1,0,1,1,0,0,0
4047,3324412324_24,0,1,1,0,1,0,0,0,1
4048,3426412328_63,0,1,1,1,1,0,0,1,1
4049,3328422228_52,0,1,1,1,1,0,0,0,1
4050,3324422326_57,0,1,1,1,1,0,0,0,1
4051,3526412226_84,0,1,1,1,0,1,0,0,0
4052,3428422228_16,0,1,1,0,1,0,0,0,1
4053,3414322226_55,0,1,0,0,0,0,0,0,1
4054,3516312326_30,0,1,1,1,1,0,0,1,1
4055,3326322324_88,0,1,1,1,1,0,0,0,1
4056,3518312224_83,0,1,1,0,1,1,0,0,0
4057,3416312326_03,0,1,0,0,1,0,0,0,1
4058,3528322224_37,0,1,1,0,1,1,0,0,1
4059,3418422326_87,0,1,0,0,0,1,0,0,1
4060,3314412328_21,0,1,0,0,1,1,0,0,1
4061,3518312224_31,0,1,0,1,1,1,0,0,1
4062,3314312228_11,0,1,1,0,0,1,0,0,0
4063,3514322328_21,0,1,1,0,1,1,0,0,1
4064,3516312326_15,0,1,1,1,1,0,0,1,1
4065,3424422228_15,0,1,1,1,1,0,0,0,1
4066,3324322226_01,0,1,1,1,1,0,0,0,1
4067,3326422224_92,0,1,1,0,1,0,0,0,1
4068,3414412324_03,0,1,1,0,1,1,0,0,1
4069,3428412226_79,0,1,1,0,1,0,0,1,1
4070,3414422326_80,0,1,0,1,1,0,0,0,1
4071,3526312324_76,0,1,1,1,1,0,0,1,1
4072,3424322224_64,0,1,1,0,1,0,0,1,1
4073,3426422328_84,0,1,0,1,1,0,0,1,1
4074,3326322228_69,0,1,1,0,0,1,0,0,0
4075,3326422224_25,0,1,1,1,1,0,0,0,1
4076,3316422326_35,0,1,1,0,1,1,0,0,0
4077,3528412226_61,0,1,0,1,1,0,0,0,0
4078,3424312328_24,0,1,1,0,1,0,0,0,1
